Group,Test,Value,Type,Stack,Data,Address.cor,Address.mem,STACK,Dist,Correto
GrupoQ,ijk10,2,Stack,121317,60658,121317,NA,NA,NA,FALSE
GrupoQ,ijk10,300,Stack,121317,60658,121317,NA,NA,NA,FALSE
GrupoQ,ijk10,400,Stack,121317,60658,121317,NA,NA,NA,FALSE
GrupoQ,ijk11,2,Stack,123535,61767,123535,NA,NA,NA,FALSE
GrupoQ,ijk11,400,Stack,123535,61767,123535,NA,NA,NA,FALSE
GrupoQ,ijk11,800,Stack,123535,61767,123535,NA,NA,NA,FALSE
GrupoQ,ijk12,20,Stack,127956,63978,127956,NA,NA,NA,FALSE
GrupoQ,ijk13,2,Stack,115541,57770,115541,NA,NA,NA,FALSE
GrupoQ,ijk14,393,Data,120131,60065,60065,NA,NA,NA,FALSE
GrupoQ,ijk14,394,Stack,120131,60065,120131,NA,NA,NA,FALSE
GrupoQ,ijk15,123,Stack,129959,64979,129959,NA,NA,NA,FALSE
GrupoQ,ijk15,357,Stack,129959,64979,129959,NA,NA,NA,FALSE
GrupoQ,ijk16,1,Stack,106025,53012,106025,NA,NA,NA,FALSE
GrupoQ,ijk16,393,Stack,106025,53012,106025,NA,NA,NA,FALSE
GrupoQ,ijk17,5,Stack,107436,53718,107436,NA,NA,NA,FALSE
GrupoQ,ijk17,615,Stack,107436,53718,107436,NA,NA,NA,FALSE
GrupoQ,ijk18,5,Stack,127193,63596,127193,NA,NA,NA,FALSE
GrupoQ,ijk18,615,Stack,127193,63596,127193,NA,NA,NA,FALSE
GrupoQ,ijk19,0,Stack,107600,53800,107600,NA,NA,NA,FALSE
GrupoQ,ijk19,1,Stack,107600,53800,107600,NA,NA,NA,FALSE
GrupoQ,ijk19,2,Stack,107600,53800,107600,NA,NA,NA,FALSE
GrupoQ,ijk19,3,Stack,107600,53800,107600,NA,NA,NA,FALSE
GrupoQ,ijk19,293,Stack,107600,53800,107600,NA,NA,NA,FALSE
GrupoQ,ijk1A,98,Stack,113297,56648,113297,NA,NA,NA,FALSE
GrupoQ,ijk1A,456,Stack,113297,56648,113297,NA,NA,NA,FALSE
GrupoQ,ijk1B,-3,Stack,128094,64047,128094,NA,NA,NA,FALSE
GrupoQ,ijk1B,432,Stack,128094,64047,128094,NA,NA,NA,FALSE
GrupoQ,ijk20,0,Stack,131232,65616,131232,NA,NA,NA,FALSE
GrupoQ,ijk20,1,Stack,131232,65616,131232,NA,NA,NA,FALSE
GrupoQ,ijk20,2,Stack,131232,65616,131232,NA,NA,NA,FALSE
GrupoQ,ijk20,3,Stack,131232,65616,131232,NA,NA,NA,FALSE
GrupoQ,ijk20,325,Stack,131232,65616,131232,NA,NA,NA,FALSE
GrupoZ,ijk00,456,Stack,108965,54482,108965,108969,TRUE,4,TRUE
GrupoZ,ijk00,923,Data,108965,54482,54482,54482,FALSE,0,TRUE
GrupoZ,ijk00,1379,Stack,108965,54482,108965,108965,TRUE,0,TRUE
GrupoZ,ijk01,456,Stack,108105,54052,108105,108113,TRUE,8,TRUE
GrupoZ,ijk01,923,Data,108105,54052,54052,54052,FALSE,0,TRUE
GrupoZ,ijk01,1379,Stack,108105,54052,108105,108117,TRUE,12,TRUE
GrupoZ,ijk02,456,Data,111485,55742,55742,55746,FALSE,4,TRUE
GrupoZ,ijk02,923,Data,111485,55742,55742,55750,FALSE,8,TRUE
GrupoZ,ijk02,1379,Data,111485,55742,55742,55742,FALSE,0,TRUE
GrupoZ,ijk03,456,Data,120388,60194,60194,60198,FALSE,4,TRUE
GrupoZ,ijk03,923,Data,120388,60194,60194,60206,FALSE,12,TRUE
GrupoZ,ijk03,1379,Data,120388,60194,60194,60202,FALSE,8,TRUE
GrupoZ,ijk04,30,Stack,125156,62578,125156,125156,TRUE,0,TRUE
GrupoZ,ijk04,46,Stack,125156,62578,125156,125160,TRUE,4,TRUE
GrupoZ,ijk04,76,Stack,125156,62578,125156,125164,TRUE,8,TRUE
GrupoZ,ijk05,-18,Stack,112956,56478,112956,112960,TRUE,4,TRUE
GrupoZ,ijk05,-2,Stack,112956,56478,112956,112956,TRUE,0,TRUE
GrupoZ,ijk05,16,Stack,112956,56478,112956,112964,TRUE,8,TRUE
GrupoZ,ijk06,5,Stack,128495,64247,128495,128499,TRUE,4,TRUE
GrupoZ,ijk06,12,Stack,128495,64247,128495,128503,TRUE,8,TRUE
GrupoZ,ijk06,25,Stack,128495,64247,128495,128495,TRUE,0,TRUE
GrupoZ,ijk07,45,Stack,129767,64883,129767,129767,TRUE,0,TRUE
GrupoZ,ijk07,135,Stack,129767,64883,129767,129771,TRUE,4,TRUE
GrupoZ,ijk07,6075,Stack,129767,64883,129767,129775,TRUE,8,TRUE
GrupoZ,ijk08,3,Stack,100601,50300,100601,100609,TRUE,8,TRUE
GrupoZ,ijk08,15,Stack,100601,50300,100601,100605,TRUE,4,TRUE
GrupoZ,ijk08,55,Stack,100601,50300,100601,100601,TRUE,0,TRUE
GrupoZ,ijk09,3,Stack,128174,64087,128174,128182,TRUE,8,TRUE
GrupoZ,ijk09,15,Stack,128174,64087,128174,128178,TRUE,4,TRUE
GrupoZ,ijk09,46,Stack,128174,64087,128174,128174,TRUE,0,TRUE
GrupoZ,ijk10,2,Stack,108220,54110,108220,108228,TRUE,8,TRUE
GrupoZ,ijk10,300,Stack,108220,54110,108220,108220,TRUE,0,TRUE
GrupoZ,ijk10,400,Stack,108220,54110,108220,108224,TRUE,4,TRUE
GrupoZ,ijk11,2,Stack,103198,51599,103198,103206,TRUE,8,TRUE
GrupoZ,ijk11,400,Stack,103198,51599,103198,103202,TRUE,4,TRUE
GrupoZ,ijk11,800,Stack,103198,51599,103198,103198,TRUE,0,TRUE
GrupoZ,ijk12,20,Stack,104774,52387,104774,104774,TRUE,0,TRUE
GrupoZ,ijk13,2,Stack,122148,61074,122148,122148,TRUE,0,TRUE
GrupoZ,ijk14,393,Data,126381,63190,63190,63190,FALSE,0,TRUE
GrupoZ,ijk14,394,Stack,126381,63190,126381,126381,TRUE,0,TRUE
GrupoZ,ijk15,123,Stack,106532,53266,106532,106540,TRUE,8,TRUE
GrupoZ,ijk15,357,Stack,106532,53266,106532,106536,TRUE,4,TRUE
GrupoZ,ijk16,1,Stack,129811,64905,129811,129811,TRUE,0,TRUE
GrupoZ,ijk16,393,Stack,129811,64905,129811,129815,TRUE,4,TRUE
GrupoZ,ijk17,5,Stack,107314,53657,107314,107314,TRUE,0,TRUE
GrupoZ,ijk17,615,Stack,107314,53657,107314,107322,TRUE,8,TRUE
GrupoZ,ijk18,5,Stack,110080,55040,110080,110080,TRUE,0,TRUE
GrupoZ,ijk18,615,Stack,110080,55040,110080,110084,TRUE,4,TRUE
GrupoZ,ijk19,0,Stack,102939,51469,102939,102939,TRUE,0,TRUE
GrupoZ,ijk19,1,Stack,102939,51469,102939,102943,TRUE,4,TRUE
GrupoZ,ijk19,2,Stack,102939,51469,102939,102947,TRUE,8,TRUE
GrupoZ,ijk19,3,Stack,102939,51469,102939,102951,TRUE,12,TRUE
GrupoZ,ijk19,293,Stack,102939,51469,102939,102955,TRUE,16,TRUE
GrupoZ,ijk1A,98,Stack,119269,59634,119269,119277,TRUE,8,TRUE
GrupoZ,ijk1A,456,Stack,119269,59634,119269,119273,TRUE,4,TRUE
GrupoZ,ijk1B,-3,Stack,104779,52389,104779,104779,TRUE,0,TRUE
GrupoZ,ijk1B,432,Stack,104779,52389,104779,104783,TRUE,4,TRUE
GrupoZ,ijk20,0,Stack,124034,62017,124034,124038,TRUE,4,TRUE
GrupoZ,ijk20,1,Stack,124034,62017,124034,124034,TRUE,0,TRUE
GrupoZ,ijk20,2,Stack,124034,62017,124034,124042,TRUE,8,TRUE
GrupoZ,ijk20,3,Stack,124034,62017,124034,124046,TRUE,12,TRUE
GrupoZ,ijk20,325,Stack,124034,62017,124034,124050,TRUE,16,TRUE
